"","SAMPLE_SIZE","EFFECT_SIZE","NUM_CHUNKS","ESTIMATE_OVERALL","VI_OVERALL","ESTIMATE_CHUNKS","VI_CHUNKS"
"1",144,8,4,0.422589633980607,0.028397854162319,0.418355514076022,0.0287101350642024
"2",144,8,8,0.422589633980607,0.028397854162319,0.413669590880399,0.0290008062580501
"3",144,8,12,0.422589633980607,0.028397854162319,0.400253061635959,0.0292356640199993
"4",144,8,4,0.799767749838342,0.0299987099086163,0.786744126914851,0.0303438617931133
"5",144,8,8,0.799767749838342,0.0299987099086163,0.807756812525755,0.0307635468452996
"6",144,8,12,0.799767749838342,0.0299987099086163,0.809802532217041,0.0312338016488644
"7",144,8,4,0.631860791411191,0.0291640557629263,0.636124241902662,0.0294682999501849
"8",144,8,8,0.631860791411191,0.0291640557629263,0.640904305499381,0.0301350594584309
"9",144,8,12,0.631860791411191,0.0291640557629263,0.63147239263614,0.0297007603738766
"10",144,8,4,0.66929555969916,0.029333182452198,0.63608149678477,0.029366744826347
"11",144,8,8,0.66929555969916,0.029333182452198,0.635037856988608,0.0296143808825611
"12",144,8,12,0.66929555969916,0.029333182452198,0.643178393692226,0.0298689481132209
"13",144,8,4,0.978954786549407,0.0311053905350972,0.958968423006208,0.03134733682872
"14",144,8,8,0.978954786549407,0.0311053905350972,0.982151444445189,0.0320953418240061
"15",144,8,12,0.978954786549407,0.0311053905350972,0.997318543920946,0.0325676933179313
"16",144,8,4,0.828271055341699,0.0301598366011002,0.818601106869665,0.0307624872053427
"17",144,8,8,0.828271055341699,0.0301598366011002,0.81311372906652,0.030838538648705
"18",144,8,12,0.828271055341699,0.0301598366011002,0.828495425059047,0.0318029976643234
"19",144,8,4,0.916143005773652,0.0306920764132916,0.915568826176412,0.0310642525740915
"20",144,8,8,0.916143005773652,0.0306920764132916,0.914276148557105,0.031488703533629
"21",144,8,12,0.916143005773652,0.0306920764132916,0.900702235592256,0.0317380118640372
"22",144,8,4,0.522853830110002,0.0287270004432663,0.507543633818829,0.0287912224372552
"23",144,8,8,0.522853830110002,0.0287270004432663,0.54382008993483,0.0298429965409893
"24",144,8,12,0.522853830110002,0.0287270004432663,0.472241405139962,0.0309980793909039
"25",144,8,4,1.20258688274287,0.0327993583699486,1.19687005339192,0.0328587801975653
"26",144,8,8,1.20258688274287,0.0327993583699486,1.20944833676412,0.0333413306220663
"27",144,8,12,1.20258688274287,0.0327993583699486,1.20867593916096,0.0344679955019381
"28",144,8,4,0.767998720471839,0.0298257709536333,0.775005582463381,0.0300677807640055
"29",144,8,8,0.767998720471839,0.0298257709536333,0.794862634171845,0.0303602198627264
"30",144,8,12,0.767998720471839,0.0298257709536333,0.791640900138222,0.0303978767299064
"31",144,8,4,0.629381706233473,0.0291531990699353,0.630129475177612,0.0296781236041834
"32",144,8,8,0.629381706233473,0.0291531990699353,0.627841416209134,0.0304449751222276
"33",144,8,12,0.629381706233473,0.0291531990699353,0.639670375480846,0.0306920978262954
"34",144,8,4,1.21229127064278,0.0328807296002662,1.20608729493807,0.0332315921585286
"35",144,8,8,1.21229127064278,0.0328807296002662,1.22337334516955,0.0337695348560652
"36",144,8,12,1.21229127064278,0.0328807296002662,1.1972483291543,0.0340298713788767
"37",144,8,4,0.847834774695544,0.0302736937679967,0.840744899305591,0.0311409291855907
"38",144,8,8,0.847834774695544,0.0302736937679967,0.827092281785768,0.0315591322120547
"39",144,8,12,0.847834774695544,0.0302736937679967,0.793456744408475,0.0316227972091276
"40",144,8,4,0.855427441727066,0.0303185975974295,0.861921745915868,0.0307254778569176
"41",144,8,8,0.855427441727066,0.0303185975974295,0.847596220637731,0.0308019086370888
"42",144,8,12,0.855427441727066,0.0303185975974295,0.847023861263064,0.0311709591767145
"43",144,8,4,0.669722828605416,0.0293351689831779,0.707880309417023,0.0298177461699276
"44",144,8,8,0.669722828605416,0.0293351689831779,0.704977005706421,0.0306294284975569
"45",144,8,12,0.669722828605416,0.0293351689831779,0.717049179829166,0.0307020788729311
"46",144,8,4,0.975378106211146,0.0310811196183196,0.979338943040788,0.0311797648316026
"47",144,8,8,0.975378106211146,0.0310811196183196,0.970394875360303,0.0314319664903537
"48",144,8,12,0.975378106211146,0.0310811196183196,0.939829353363191,0.0320509956651996
"49",144,8,4,0.835399470050853,0.0302010148422266,0.840578575026788,0.0303362306132019
"50",144,8,8,0.835399470050853,0.0302010148422266,0.82532576068551,0.0305622316893364
"51",144,8,12,0.835399470050853,0.0302010148422266,0.858565369295537,0.0313263212653138
"52",144,8,4,0.693616600289497,0.0294482777367957,0.668453954207282,0.0297120899184746
"53",144,8,8,0.693616600289497,0.0294482777367957,0.673118807082614,0.0298890677272437
"54",144,8,12,0.693616600289497,0.0294482777367957,0.681538730249592,0.0301076497113166
"55",144,8,4,0.636891769897738,0.0291862191894565,0.692074264187495,0.0302825080028278
"56",144,8,8,0.636891769897738,0.0291862191894565,0.666197423899437,0.0304162768628097
"57",144,8,12,0.636891769897738,0.0291862191894565,0.666967801560745,0.0308342899569784
"58",144,8,4,0.924357745883888,0.0307445737582484,0.926807821307981,0.0307833897636221
"59",144,8,8,0.924357745883888,0.0307445737582484,0.926698433788302,0.0308041543965285
"60",144,8,12,0.924357745883888,0.0307445737582484,0.949573977644086,0.0323183362869516
"61",144,8,4,0.76466648843843,0.0298080376338221,0.748154784878853,0.0299167134520811
"62",144,8,8,0.76466648843843,0.0298080376338221,0.734882024365121,0.0299869741923615
"63",144,8,12,0.76466648843843,0.0298080376338221,0.741203934540892,0.0301353122977016
"64",144,8,4,0.965245502564988,0.0310128433341039,0.965934230288448,0.0312214931086015
"65",144,8,8,0.965245502564988,0.0310128433341039,0.934712858437155,0.0316579005203532
"66",144,8,12,0.965245502564988,0.0310128433341039,0.902679509365423,0.0317932755243669
"67",144,8,4,0.728873901027241,0.0296224207069398,0.738411458603979,0.0297733128382967
"68",144,8,8,0.728873901027241,0.0296224207069398,0.768020684483365,0.0305165308219462
"69",144,8,12,0.728873901027241,0.0296224207069398,0.740307733110797,0.031003328808215
"70",144,8,4,0.928213067011769,0.0307693732561507,0.918262906902845,0.030730730287605
"71",144,8,8,0.928213067011769,0.0307693732561507,0.935908707638414,0.0312935635974999
"72",144,8,12,0.928213067011769,0.0307693732561507,0.913265286332639,0.0321214017278545
"73",144,8,4,0.85706810348768,0.030328353243111,0.848450776357945,0.0307054042277191
"74",144,8,8,0.85706810348768,0.030328353243111,0.868523496003415,0.0309595094284891
"75",144,8,12,0.85706810348768,0.030328353243111,0.862575887318243,0.031605712846393
"76",144,8,4,1.40691730717345,0.0346507510736951,1.38726734400313,0.0348127740767983
"77",144,8,8,1.40691730717345,0.0346507510736951,1.3620675378155,0.0351351719796198
"78",144,8,12,1.40691730717345,0.0346507510736951,1.3779528389108,0.0357787520610507
"79",144,8,4,0.804545032135576,0.0300253219053265,0.795243046664858,0.0303021357242083
"80",144,8,8,0.804545032135576,0.0300253219053265,0.780076869617047,0.0312213356884104
"81",144,8,12,0.804545032135576,0.0300253219053265,0.762243919829455,0.0311017187388233
"82",144,8,4,1.04937085751023,0.0316013166548325,1.03211110152501,0.0315733037200075
"83",144,8,8,1.04937085751023,0.0316013166548325,1.03020613767675,0.0322077013560694
"84",144,8,12,1.04937085751023,0.0316013166548325,1.02511456035032,0.0328119982391131
"85",144,8,4,0.807231190931475,0.0300403548458772,0.783340854198846,0.0303516689985957
"86",144,8,8,0.807231190931475,0.0300403548458772,0.790639085727693,0.0305532490694356
"87",144,8,12,0.807231190931475,0.0300403548458772,0.774487346485466,0.0307559246235512
"88",144,8,4,0.91717691519721,0.0306986579644815,0.902007533350705,0.0306984392612149
"89",144,8,8,0.91717691519721,0.0306986579644815,0.878673572808986,0.031149906517194
"90",144,8,12,0.91717691519721,0.0306986579644815,0.911391455718344,0.0317323585990083
"91",144,8,4,0.885879310884945,0.0305027158106041,0.885941966588075,0.0305971040869419
"92",144,8,8,0.885879310884945,0.0305027158106041,0.901818350597627,0.0308477744412616
"93",144,8,12,0.885879310884945,0.0305027158106041,0.901191510286164,0.0313593230535519
"94",144,8,4,0.915135053004018,0.0306856672404051,0.916041443682156,0.0312355227719341
"95",144,8,8,0.915135053004018,0.0306856672404051,0.866450563712321,0.0316152584410031
"96",144,8,12,0.915135053004018,0.0306856672404051,0.864723376150366,0.031672882154512
"97",144,8,4,1.01530945934224,0.0313571295077425,1.02433342626753,0.0317263527647034
"98",144,8,8,1.01530945934224,0.0313571295077425,1.03848661263151,0.0322225829676725
"99",144,8,12,1.01530945934224,0.0313571295077425,1.01519772458704,0.0318320135575147
"100",144,8,4,0.916292930794796,0.0306930303299462,0.910625993021811,0.0309093411104036
"101",144,8,8,0.916292930794796,0.0306930303299462,0.880951498654043,0.0311556769516662
"102",144,8,12,0.916292930794796,0.0306930303299462,0.924756071331251,0.031736854602501
"103",144,8,4,0.572405405134092,0.0289154442632872,0.581088750359175,0.02918696880283
"104",144,8,8,0.572405405134092,0.0289154442632872,0.578543254604225,0.0293396369383574
"105",144,8,12,0.572405405134092,0.0289154442632872,0.553157720956015,0.029575455183254
"106",144,8,4,0.719263571223795,0.0295740975169778,0.717655874206152,0.0296619808528914
"107",144,8,8,0.719263571223795,0.0295740975169778,0.704055960629323,0.0297999046696488
"108",144,8,12,0.719263571223795,0.0295740975169778,0.691260887375679,0.0301116679271923
"109",144,8,4,0.982486395349668,0.0311294427675249,0.988291688266635,0.0312778087288403
"110",144,8,8,0.982486395349668,0.0311294427675249,0.966261375940019,0.0314259306276893
"111",144,8,12,0.982486395349668,0.0311294427675249,0.973486522854856,0.0316671069781448
"112",144,8,4,0.747714116301892,0.0297190152767955,0.749866287896077,0.0299758187551866
"113",144,8,8,0.747714116301892,0.0297190152767955,0.753108368235413,0.0301581724445736
"114",144,8,12,0.747714116301892,0.0297190152767955,0.705201752132082,0.0305539391826964
"115",144,8,4,0.596002438497,0.0290111767593554,0.599964886600397,0.0294143043005256
"116",144,8,8,0.596002438497,0.0290111767593554,0.61987815079205,0.0299159108371918
"117",144,8,12,0.596002438497,0.0290111767593554,0.618705993202903,0.0303404857322632
"118",144,8,4,0.750363540888787,0.0297327966788026,0.770334529895908,0.0299269765581038
"119",144,8,8,0.750363540888787,0.0297327966788026,0.724660984410898,0.030414995807005
"120",144,8,12,0.750363540888787,0.0297327966788026,0.759766245516696,0.0303827012881529
"121",144,8,4,0.913739594856087,0.0306768057194714,0.901896953914224,0.0311782218147217
"122",144,8,8,0.913739594856087,0.0306768057194714,0.884362255138672,0.0312529899247983
"123",144,8,12,0.913739594856087,0.0306768057194714,0.838674034155536,0.0317502343150279
"124",144,8,4,0.541958817753477,0.0287976366671554,0.516707199424116,0.0289425259668878
"125",144,8,8,0.541958817753477,0.0287976366671554,0.494717864083873,0.0304589874922607
"126",144,8,12,0.541958817753477,0.0287976366671554,0.503898028577212,0.0313888738128962
"127",144,8,4,0.8303913129964,0.0301720476829857,0.833835433627713,0.0303824728209197
"128",144,8,8,0.8303913129964,0.0301720476829857,0.806429842299155,0.0306634037943077
"129",144,8,12,0.8303913129964,0.0301720476829857,0.828487823199593,0.0307316257715444
"130",144,8,4,0.62916023588195,0.0291522312583855,0.644636913225981,0.0293418610529929
"131",144,8,8,0.62916023588195,0.0291522312583855,0.650097196543349,0.0296176304132006
"132",144,8,12,0.62916023588195,0.0291522312583855,0.665643926534437,0.0303704564985117
"133",144,8,4,0.739144996086835,0.0296747754348618,0.749396427075796,0.0300717343723037
"134",144,8,8,0.739144996086835,0.0296747754348618,0.715487994551316,0.0310625135997615
"135",144,8,12,0.739144996086835,0.0296747754348618,0.737812715719598,0.0314152274166159
"136",144,8,4,0.74858040798705,0.0297235160667433,0.749576942930543,0.0301109122057692
"137",144,8,8,0.74858040798705,0.0297235160667433,0.720385967142263,0.0307271332556626
"138",144,8,12,0.74858040798705,0.0297235160667433,0.708754608580239,0.0304534854149926
"139",144,8,4,0.650394132580964,0.0292465712767213,0.640931237064609,0.0292377139168253
"140",144,8,8,0.650394132580964,0.0292465712767213,0.641745634271255,0.0296741962313216
"141",144,8,12,0.650394132580964,0.0292465712767213,0.649536028953278,0.0308056559434539
"142",144,8,4,0.790808213787842,0.0299492278853969,0.790244623579726,0.0306135989079253
"143",144,8,8,0.790808213787842,0.0299492278853969,0.769805432268123,0.0307175108916348
"144",144,8,12,0.790808213787842,0.0299492278853969,0.747784146068204,0.0318503044131349
"145",144,8,4,0.816309372534436,0.0300915312211374,0.789649817789715,0.0302472745893764
"146",144,8,8,0.816309372534436,0.0300915312211374,0.778760137031897,0.0302927915253671
"147",144,8,12,0.816309372534436,0.0300915312211374,0.750450014671475,0.0313700064011376
"148",144,8,4,1.15645013019559,0.0324214475820465,1.16142826066142,0.0327927758338233
"149",144,8,8,1.15645013019559,0.0324214475820465,1.13222591965743,0.0330207993591854
"150",144,8,12,1.15645013019559,0.0324214475820465,1.13539184215503,0.0337683723723667
"151",144,8,4,0.94621440952264,0.0308865337110704,0.927096346070299,0.0313421955783453
"152",144,8,8,0.94621440952264,0.0308865337110704,0.956358215794095,0.0317879509835134
"153",144,8,12,0.94621440952264,0.0308865337110704,0.922022233466538,0.0325012886611009
"154",144,8,4,0.701927354966165,0.0294885486515618,0.680114362982359,0.0295528538790723
"155",144,8,8,0.701927354966165,0.0294885486515618,0.661368137277144,0.0295642042088285
"156",144,8,12,0.701927354966165,0.0294885486515618,0.667088597193399,0.0298371788479911
"157",144,8,4,0.626555517548414,0.0291408743630915,0.626861890192019,0.0292765040152683
"158",144,8,8,0.626555517548414,0.0291408743630915,0.620974683899889,0.0295877809180045
"159",144,8,12,0.626555517548414,0.0291408743630915,0.642665986117055,0.0312142507938039
"160",144,8,4,1.02873082700751,0.0314523858140124,1.0384023951895,0.0320938509126145
"161",144,8,8,1.02873082700751,0.0314523858140124,1.02716934168509,0.032493539403902
"162",144,8,12,1.02873082700751,0.0314523858140124,1.03362582631445,0.0333542125177046
"163",144,8,4,0.930154354370984,0.0307818997324837,0.944508446680665,0.0309955484628249
"164",144,8,8,0.930154354370984,0.0307818997324837,0.890275611131604,0.0312802193072075
"165",144,8,12,0.930154354370984,0.0307818997324837,0.872521874853324,0.03225820870457
"166",144,8,4,0.74649097746832,0.0297126693730611,0.724492432176483,0.029792873900679
"167",144,8,8,0.74649097746832,0.0297126693730611,0.717522067914341,0.0298735570615188
"168",144,8,12,0.74649097746832,0.0297126693730611,0.747828562556023,0.0303412223008417
"169",144,8,4,1.0236059020988,0.0314158647319844,1.04871126939883,0.031894383029625
"170",144,8,8,1.0236059020988,0.0314158647319844,1.02590949371475,0.0318854851321198
"171",144,8,12,1.0236059020988,0.0314158647319844,1.02027453168236,0.0325405354990192
"172",144,8,4,0.893531819902831,0.03054999692076,0.874197465357602,0.0314106153714004
"173",144,8,8,0.893531819902831,0.03054999692076,0.860254684534899,0.0318690262201113
"174",144,8,12,0.893531819902831,0.03054999692076,0.851214465473604,0.0318474572854574
"175",144,8,4,1.0869555380233,0.0318801122973595,1.09881861982977,0.0320355385456538
"176",144,8,8,1.0869555380233,0.0318801122973595,1.09027013248789,0.0326522880532576
"177",144,8,12,1.0869555380233,0.0318801122973595,1.11861145057557,0.0336788166702618
"178",144,8,4,0.435660281772153,0.0284368051427562,0.435672936625283,0.0286005625463926
"179",144,8,8,0.435660281772153,0.0284368051427562,0.406002003112079,0.0287571665584745
"180",144,8,12,0.435660281772153,0.0284368051427562,0.413091369033731,0.0292994615867731
"181",144,8,4,0.956246971715036,0.0309528064962298,0.959307044640848,0.0311647492754084
"182",144,8,8,0.956246971715036,0.0309528064962298,0.966738460716702,0.0314423093208229
"183",144,8,12,0.956246971715036,0.0309528064962298,0.960774351880867,0.0327444993380083
"184",144,8,4,0.748568819560568,0.0297234558250635,0.763079803100162,0.0302920071448217
"185",144,8,8,0.748568819560568,0.0297234558250635,0.759472975748819,0.0305723356274961
"186",144,8,12,0.748568819560568,0.0297234558250635,0.742013113040493,0.0311868833229745
"187",144,8,4,0.779463791701043,0.0298873743144895,0.803310548181759,0.030614928804748
"188",144,8,8,0.779463791701043,0.0298873743144895,0.778773218799232,0.0307511220092764
"189",144,8,12,0.779463791701043,0.0298873743144895,0.811049031788063,0.0309537912697869
"190",144,8,4,0.694398558926535,0.0294520463841641,0.705841304139823,0.0297452354835596
"191",144,8,8,0.694398558926535,0.0294520463841641,0.668263693443793,0.0300511219657132
"192",144,8,12,0.694398558926535,0.0294520463841641,0.666196055290524,0.0304511448912918
"193",144,8,4,0.954146639111445,0.0309388743365544,0.991261692814412,0.0318920733174975
