"","EXPERIMENT_ID","ESTIMATE","P","SAMPLE_SIZE","EFFECT_SIZE"
"60","2_2_60",1.47022131559963,1,4,2
"61","2_2_61",-25.2313915854746,1,4,2
"62","2_2_62",2.29842448247618,1,4,2
"63","2_2_63",1.71260815894979,1,4,2
"64","2_2_64",-1.08292718580391,1,4,2
"65","2_2_65",1.34686654015806,1,4,2
"66","2_2_66",0.264811856394118,1,4,2
"67","2_2_67",2.08916022632343,1,4,2
"68","2_2_68",0.196033013010139,1,4,2
"69","2_2_69",1.87474566536479,1,4,2
"70","2_2_70",0.755018938579091,1,4,2
"71","2_2_71",4.37634078473076,1,4,2
"72","2_2_72",2.18044582234093,1,4,2
"73","2_2_73",2.72406794837205,1,4,2
"74","2_2_74",-0.173677654536225,1,4,2
"75","2_2_75",-0.947699011968748,1,4,2
"76","2_2_76",0.492857586660972,1,4,2
"77","2_2_77",3.41832453847283,1,4,2
"78","2_2_78",-1.04778071976494,1,4,2
"79","2_2_79",1.12856006219518,1,4,2
"80","2_2_80",-0.198260822079422,1,4,2
"81","2_2_81",-2.69122885860314,1,4,2
"82","2_2_82",4.30840757308884,1,4,2
"83","2_2_83",0.250661192816305,1,4,2
"84","2_2_84",0.662954789291674,1,4,2
"85","2_2_85",0.904489356871324,1,4,2
"86","2_2_86",-0.00133913675185244,1,4,2
"87","2_2_87",1.90076954802684,1,4,2
"88","2_2_88",1.16931811185227,1,4,2
"89","2_2_89",0.501980991497479,1,4,2
"90","2_2_90",1.13089575681997,1,4,2
"91","2_2_91",-0.725964500035056,1,4,2
"92","2_2_92",0.254668796142402,1,4,2
"93","2_2_93",0.623284631567188,1,4,2
"94","2_2_94",0.754050847720934,1,4,2
"95","2_2_95",17.5528262148057,1,4,2
"96","2_2_96",0.137568825700338,1,4,2
"97","2_2_97",-5.63856348952063,1,4,2
"98","2_2_98",-0.805994060594594,1,4,2
"99","2_2_99",0.588674503645467,1,4,2
"100","2_2_100",0.507971632754036,1,4,2
"101","2_2_101",-0.500648248461085,1,4,2
"102","2_2_102",-1.02356122581465,1,4,2
"103","2_2_103",-0.323002756981625,1,4,2
"104","2_2_104",0.695113848929219,1,4,2
"105","2_2_105",0.469924282494482,1,4,2
"106","2_2_106",2.79751580604411,1,4,2
"107","2_2_107",-2.04354923556159,1,4,2
"108","2_2_108",-0.277505827990268,1,4,2
"109","2_2_109",-1.09974417914754,1,4,2
"110","2_2_110",-1.35381868894258,1,4,2
"111","2_2_111",-0.332041107031015,1,4,2
"112","2_2_112",4.41324713753179,1,4,2
"113","2_2_113",0.715239060721504,1,4,2
"114","2_2_114",-0.575190303671972,1,4,2
"115","2_2_115",-0.0145680073029313,1,4,2
"116","2_2_116",2.33045963597479,1,4,2
"117","2_2_117",0.418842890719034,1,4,2
"118","2_2_118",1.07468615828869,1,4,2
"119","2_2_119",-1.71655403196176,1,4,2
"120","2_2_120",-0.345755866559661,1,4,2
"121","2_2_121",-0.197213272583406,1,4,2
"122","2_2_122",-0.0469907533309337,1,4,2
"123","2_2_123",0.316622086851926,1,4,2
"124","2_2_124",2.07675754295208,1,4,2
"125","2_2_125",0.0505209582693162,1,4,2
"126","2_2_126",2.11023051623375,1,4,2
"127","2_2_127",0.0316638113186636,1,4,2
"128","2_2_128",-0.181171684620252,1,4,2
"129","2_2_129",-1.44035402542902,1,4,2
"130","2_2_130",0.860540062043327,1,4,2
"131","2_2_131",1.07211614234577,1,4,2
"132","2_2_132",-1.16787846508411,1,4,2
"133","2_2_133",-0.233995806401827,1,4,2
"134","2_2_134",-1.58373434893916,1,4,2
"135","2_2_135",0.117410405994156,1,4,2
"136","2_2_136",0.551732931216801,1,4,2
"137","2_2_137",0.36548713053047,1,4,2
"138","2_2_138",0.233667434048967,1,4,2
"139","2_2_139",-3.55119790077867,1,4,2
"140","2_2_140",2.83717458604148,1,4,2
"141","2_2_141",-0.346426502791055,1,4,2
"142","2_2_142",1.02037369766938,1,4,2
"143","2_2_143",-1.36551979142271,1,4,2
"144","2_2_144",-0.0375728523606245,1,4,2
"145","2_2_145",-0.586848086698713,1,4,2
"146","2_2_146",0.181259576192097,1,4,2
"147","2_2_147",-0.770088137203356,1,4,2
"148","2_2_148",0.453083976700338,1,4,2
"149","2_2_149",-0.070262237919793,1,4,2
"150","2_2_150",1.2579231310578,1,4,2
"151","2_2_151",1.00722696913008,1,4,2
"152","2_2_152",0.604592903547081,1,4,2
"153","2_2_153",834.162004414603,1,4,2
"154","2_2_154",0.924767070441693,1,4,2
"155","2_2_155",0.543735141885578,1,4,2
"156","2_2_156",-0.218075083361374,1,4,2
"157","2_2_157",0.0427722339262142,1,4,2
"158","2_2_158",-0.872721103066299,1,4,2
"159","2_2_159",2.86946927113129,1,4,2
"160","2_2_160",-1.33142211276598,1,4,2
"161","2_2_161",11.2169396266479,1,4,2
"162","2_2_162",0.248591285749585,1,4,2
"163","2_2_163",-0.138278670063072,1,4,2
"164","2_2_164",-1.31675778946655,1,4,2
"165","2_2_165",1.57164303623177,1,4,2
"166","2_2_166",-0.607080785298758,1,4,2
"167","2_2_167",0.495261197328416,1,4,2
"168","2_2_168",0.778374558822166,1,4,2
"169","2_2_169",-1.3118494160621,1,4,2
"170","2_2_170",-0.460943462280137,1,4,2
"171","2_2_171",0.129665238834915,1,4,2
"172","2_2_172",-0.37013284978929,1,4,2
"173","2_2_173",-0.122673086221805,1,4,2
"174","2_2_174",-0.329622226359349,1,4,2
"175","2_2_175",-0.484923799542833,1,4,2
"176","2_2_176",0.653036655163061,1,4,2
"177","2_2_177",-0.61095899815295,1,4,2
"178","2_2_178",1.61179657549304,1,4,2
"179","2_2_179",0.665317159217316,1,4,2
"180","2_2_180",-6.86671252700725,1,4,2
"181","2_2_181",-7.78638191262517,1,4,2
"182","2_2_182",-0.284270542916049,1,4,2
"183","2_2_183",-4.00164163955896,1,4,2
"184","2_2_184",-1.22386041649539,1,4,2
"185","2_2_185",0.734297174876626,1,4,2
"186","2_2_186",-1.12566337875451,1,4,2
"187","2_2_187",0.877776762350583,1,4,2
"188","2_2_188",-0.846742253199248,1,4,2
"189","2_2_189",0.604522497388184,1,4,2
"190","2_2_190",0.82687210754489,1,4,2
"191","2_2_191",1.57216500460353,1,4,2
"192","2_2_192",0.994496129550132,1,4,2
"193","2_2_193",-2.08234333581906,1,4,2
"194","2_2_194",0.302575657367839,1,4,2
"195","2_2_195",-0.616171804352555,1,4,2
"196","2_2_196",-2.13195706738471,1,4,2
"197","2_2_197",0.708829815952841,1,4,2
"198","2_2_198",0.655041845427646,1,4,2
"199","2_2_199",0.502668566527051,1,4,2
"200","2_2_200",11.1418345641263,1,4,2
"201","2_2_201",1.50646216246239,1,4,2
"202","2_2_202",-0.235855380299031,1,4,2
"203","2_2_203",-2.06896983238429,1,4,2
"204","2_2_204",0.427581376359389,1,4,2
"205","2_2_205",-1.49587681310805,1,4,2
"206","2_2_206",-4.80968358288062,1,4,2
"207","2_2_207",-0.155836564547468,1,4,2
"208","2_2_208",0.311962613230618,1,4,2
"209","2_2_209",1.35455335938885,1,4,2
"210","2_2_210",0.720094438210361,1,4,2
"211","2_2_211",0.483661150459401,1,4,2
"212","2_2_212",5.33953184147655,1,4,2
"213","2_2_213",2.21693811094771,1,4,2
"214","2_2_214",0.166946491276171,1,4,2
"215","2_2_215",1.66958777611707,1,4,2
"216","2_2_216",2.44916632155049,1,4,2
"217","2_2_217",0.257949003809266,1,4,2
"218","2_2_218",1.54916481520003,1,4,2
"219","2_2_219",0.621958293138833,1,4,2
"220","2_2_220",2.7510005142559,1,4,2
"221","2_2_221",-0.153828155846342,1,4,2
"222","2_2_222",-0.540956760640401,1,4,2
"223","2_2_223",-0.281461343770415,1,4,2
"224","2_2_224",-2.42177535706753,1,4,2
"225","2_2_225",-0.384260126465758,1,4,2
"226","2_2_226",-0.0578120478540924,1,4,2
"227","2_2_227",2.5279932583495,1,4,2
"228","2_2_228",-3.59767405114309,1,4,2
"229","2_2_229",0.147056080083964,1,4,2
"230","2_2_230",1.15207457603457,1,4,2
"231","2_2_231",1.057418717207,1,4,2
"232","2_2_232",0.255239134576691,1,4,2
"233","2_2_233",-0.764845989908205,1,4,2
"234","2_2_234",0.536469220443554,1,4,2
"235","2_2_235",-2.40844869920072,1,4,2
"236","2_2_236",-1.37193882248196,1,4,2
"237","2_2_237",-1.38555138022835,1,4,2
"238","2_2_238",-1.83457691029277,1,4,2
"239","2_2_239",-0.950937753527397,1,4,2
"240","2_2_240",-0.564947165296397,1,4,2
"241","2_2_241",-1.35993620425068,1,4,2
"242","2_2_242",0.731505117274957,1,4,2
"243","2_2_243",-0.546838581851132,1,4,2
"244","2_2_244",0.524682407209195,1,4,2
"245","2_2_245",-0.628362821649947,1,4,2
"246","2_2_246",-0.0216829811161414,1,4,2
"247","2_2_247",0.492420681957322,1,4,2
"248","2_2_248",0.958819923637784,1,4,2
"249","2_2_249",8.04127891443798,1,4,2
"250","2_2_250",-0.285661388302222,1,4,2
"251","2_2_251",3.14720418832972,1,4,2
"252","2_2_252",1.00855663937609,1,4,2
"253","2_2_253",-3.75499434993504,1,4,2
"254","2_2_254",0.354705492106893,1,4,2
"255","2_2_255",-1.32649717604958,1,4,2
"256","2_2_256",0.260347631380975,1,4,2
"257","2_2_257",0.755826483421758,1,4,2
"258","2_2_258",-4.58896778845346,1,4,2
"259","2_2_259",-1.13894042539649,1,4,2
"260","2_2_260",-0.487966295458804,1,4,2
"261","2_2_261",0.677025167259897,1,4,2
"262","2_2_262",-0.721826855951587,1,4,2
"263","2_2_263",-1.38486804025708,1,4,2
"264","2_2_264",0.220383313106337,1,4,2
"265","2_2_265",1.65899845233303,1,4,2
"266","2_2_266",1.91562185569862,1,4,2
"267","2_2_267",-0.381261828638692,1,4,2
"268","2_2_268",-1.18832015856822,1,4,2
"269","2_2_269",1.36970715738056,1,4,2
"270","2_2_270",-0.414645052268713,1,4,2
"271","2_2_271",1.12354975514662,1,4,2
"272","2_2_272",0.217824394996701,1,4,2
"273","2_2_273",2.6116024525942,1,4,2
"274","2_2_274",0.0735375583342779,1,4,2
"275","2_2_275",2.1959557904926,1,4,2
"276","2_2_276",-0.16424095941294,1,4,2
"277","2_2_277",2.17936350949112,1,4,2
"278","2_2_278",-0.473598590017094,1,4,2
"279","2_2_279",0.797263245848479,1,4,2
"280","2_2_280",1.02963567226343,1,4,2
"281","2_2_281",-0.0357459537795128,1,4,2
"282","2_2_282",1.06286402169304,1,4,2
"283","2_2_283",-0.462702832913046,1,4,2
"284","2_2_284",0.263576639437657,1,4,2
"285","2_2_285",-1.38989436128787,1,4,2
"286","2_2_286",1.10004704735742,1,4,2
"287","2_2_287",1.52488946314501,1,4,2
"288","2_2_288",1.25910645379265,1,4,2
"289","2_2_289",-1.28538038167545,1,4,2
"290","2_2_290",0.0454472735460361,1,4,2
"291","2_2_291",8.69190961439308,1,4,2
"292","2_2_292",1.36308357099877,1,4,2
"293","2_2_293",0.629994982424637,1,4,2
"294","2_2_294",-0.179008451499284,1,4,2
"295","2_2_295",0.282990365354067,1,4,2
"296","2_2_296",-2.08384155320594,1,4,2
"297","2_2_297",0.360137123919725,1,4,2
"298","2_2_298",2.57955051586274,1,4,2
"299","2_2_299",7.3433775792796,1,4,2
"300","2_2_300",-0.406609694054608,1,4,2
"301","2_2_301",2.39261750880499,1,4,2
"302","2_2_302",-0.294887620231905,1,4,2
"303","2_2_303",-1.30425087990049,1,4,2
"304","2_2_304",0.249835366057811,1,4,2
"305","2_2_305",1.35324018377579,1,4,2
"306","2_2_306",-0.568878074382698,1,4,2
"307","2_2_307",0.672442113297444,1,4,2
"308","2_2_308",-0.751154127810462,1,4,2
"309","2_2_309",1.08827560094709,1,4,2
"310","2_2_310",0.868796294991388,1,4,2
"311","2_2_311",1.55259959706304,1,4,2
"312","2_2_312",-0.546499113780473,1,4,2
"313","2_2_313",0.049792298663501,1,4,2
"314","2_2_314",-0.723431135324363,1,4,2
"315","2_2_315",1.14876511059273,1,4,2
"316","2_2_316",0.217306860133262,1,4,2
"317","2_2_317",-0.622347020052703,1,4,2
"318","2_2_318",0.867390589159378,1,4,2
"319","2_2_319",0.54514945670885,1,4,2
"320","2_2_320",0.505794345916975,1,4,2
"321","2_2_321",2.35718562395274,1,4,2
"322","2_2_322",1.39748091127059,1,4,2
"323","2_2_323",0.447110282610264,1,4,2
"324","2_2_324",-1.0137942453638,1,4,2
"325","2_2_325",0.264961244294547,1,4,2
"326","2_2_326",0.598630484176632,1,4,2
"327","2_2_327",-1.38156500319551,1,4,2
"328","2_2_328",0.667982517107628,1,4,2
"329","2_2_329",-1.05541754845711,1,4,2
"330","2_2_330",0.997513646223032,1,4,2
"331","2_2_331",-0.394860999155194,1,4,2
"332","2_2_332",-0.601441257108527,1,4,2
"333","2_2_333",-1.04489149446709,1,4,2
"334","2_2_334",1.00670409671494,1,4,2
"335","2_2_335",0.492005495244677,1,4,2
"336","2_2_336",2.21604943447254,1,4,2
"337","2_2_337",0.537414851437669,1,4,2
"338","2_2_338",0.294860338146886,1,4,2
"339","2_2_339",0.685197414313701,1,4,2
"340","2_2_340",-0.154601540530177,1,4,2
"341","2_2_341",-1.17488007808122,1,4,2
"342","2_2_342",-0.11719944210209,1,4,2
"343","2_2_343",0.238448675383957,1,4,2
"344","2_2_344",0.76783138026318,1,4,2
"345","2_2_345",1.12981314730746,1,4,2
"346","2_2_346",0.336477480217196,1,4,2
"347","2_2_347",0.695080479466492,1,4,2
"348","2_2_348",-0.374696708476927,1,4,2
"349","2_2_349",0.504461541963004,1,4,2
"350","2_2_350",-1.36901945413048,1,4,2
"351","2_2_351",1.0244448231815,1,4,2
"352","2_2_352",0.15332380780377,1,4,2
"353","2_2_353",1.16917188635762,1,4,2
"354","2_2_354",4.31054780284024,1,4,2
"355","2_2_355",1.05581301653588,1,4,2
"356","2_2_356",1.14502723316559,1,4,2
"357","2_2_357",-3.90492110471675,1,4,2
"358","2_2_358",-0.130246227316734,1,4,2
"359","2_2_359",0.93457581470653,1,4,2
"360","2_2_360",-0.0236137794848779,1,4,2
"361","2_2_361",2.04876628136575,1,4,2
"362","2_2_362",-7.35840201488507,1,4,2
"363","2_2_363",-0.102216735121675,1,4,2
"364","2_2_364",1.8463942817303,1,4,2
"365","2_2_365",-0.17698675668046,1,4,2
"366","2_2_366",0.38442629042201,1,4,2
"367","2_2_367",0.547565487102688,1,4,2
"368","2_2_368",0.996842817095445,1,4,2
"369","2_2_369",0.789527861092392,1,4,2
"370","2_2_370",0.873667582551253,1,4,2
"371","2_2_371",-0.262118911657142,1,4,2
"372","2_2_372",3.61146132923421,1,4,2
"373","2_2_373",1.01445411921048,1,4,2
"374","2_2_374",-0.0771757885420269,1,4,2
"375","2_2_375",1.52204062816087,1,4,2
"376","2_2_376",-3.01458562857016,1,4,2
"377","2_2_377",13.492716427935,1,4,2
"378","2_2_378",0.686014251307692,1,4,2
"379","2_2_379",-1.59785170336864,1,4,2
"380","2_2_380",0.138427286438957,1,4,2
"381","2_2_381",0.95206863949515,1,4,2
"382","2_2_382",-5.05959319747198,1,4,2
"383","2_2_383",-1.08705312982891,1,4,2
"384","2_2_384",0.3009218943128,1,4,2
"385","2_2_385",0.233024296116688,1,4,2
"386","2_2_386",0.496456598526932,1,4,2
"387","2_2_387",0.00353742099028588,1,4,2
"388","2_2_388",37.0135982069579,1,4,2
"389","2_2_389",-0.0329023696923894,1,4,2
"390","2_2_390",-1.42371752147655,1,4,2
"391","2_2_391",-1.56182033264172,1,4,2
"392","2_2_392",1.22365058792492,1,4,2
"393","2_2_393",0.743644534136671,1,4,2
"394","2_2_394",0.333365286949601,1,4,2
"395","2_2_395",0.0637640815576951,1,4,2
"396","2_2_396",0.615734894619292,1,4,2
"397","2_2_397",-3.61369129434384,1,4,2
"398","2_2_398",-1.14741630697368,1,4,2
"399","2_2_399",-0.713587822880452,1,4,2
"400","2_2_400",-5.1456691307944,1,4,2
"401","2_2_401",0.536549852343929,1,4,2
"402","2_2_402",0.59353953921205,1,4,2
"403","2_2_403",1.04922770784908,1,4,2
"404","2_2_404",-2.17253623384425,1,4,2
"405","2_2_405",0.422609749969527,1,4,2
"406","2_2_406",0.371612961144762,1,4,2
"407","2_2_407",-1.41988063474307,1,4,2
"408","2_2_408",-0.424257605590528,1,4,2
"409","2_2_409",2.54678557730897,1,4,2
"410","2_2_410",1.67433748712507,1,4,2
"411","2_2_411",-1.73692544462778,1,4,2
"412","2_2_412",-0.115621854412319,1,4,2
"413","2_2_413",-1.200993315672,1,4,2
"414","2_2_414",0.325783076319113,1,4,2
"415","2_2_415",0.0916366897709554,1,4,2
"416","2_2_416",0.394644721735888,1,4,2
"417","2_2_417",-0.121376583968939,1,4,2
"418","2_2_418",0.0783451541174028,1,4,2
"419","2_2_419",-1.87624394503253,1,4,2
"420","2_2_420",5.47177779657405,1,4,2
"421","2_2_421",-0.585347328734457,1,4,2
"422","2_2_422",-0.168340692610055,1,4,2
"423","2_2_423",-0.578375209331666,1,4,2
"424","2_2_424",0.620541761439199,1,4,2
"425","2_2_425",0.327410167649374,1,4,2
"426","2_2_426",-0.540127827364538,1,4,2
"427","2_2_427",4.22852341689455,1,4,2
"428","2_2_428",0.121112730450581,1,4,2
"429","2_2_429",-1.4739086976416,1,4,2
"430","2_2_430",0.749841693691671,1,4,2
"431","2_2_431",0.507946448132918,1,4,2
"432","2_2_432",-0.882545793557503,1,4,2
"433","2_2_433",0.378348148497594,1,4,2
"434","2_2_434",2.29301157885591,1,4,2
"435","2_2_435",-0.274542022840631,1,4,2
"436","2_2_436",-0.138940334119718,1,4,2
"437","2_2_437",1.08558816233214,1,4,2
"438","2_2_438",-0.180661366318219,1,4,2
"439","2_2_439",-0.0757268480908077,1,4,2
"440","2_2_440",-3.00992343280059,1,4,2
"441","2_2_441",0.560041074330746,1,4,2
"442","2_2_442",1.10838801396796,1,4,2
"443","2_2_443",1.69210948603898,1,4,2
"444","2_2_444",0.616790151154705,1,4,2
"445","2_2_445",2.86298480132709,1,4,2
"446","2_2_446",-0.394745899271544,1,4,2
"447","2_2_447",1.77629952887204,1,4,2
"448","2_2_448",-0.321960867679032,1,4,2
"449","2_2_449",-0.283207438352589,1,4,2
"450","2_2_450",2.87277944004777,1,4,2
"451","2_2_451",1.8375050789449,1,4,2
"452","2_2_452",0.0863273468603832,1,4,2
"453","2_2_453",5.25743292821079,1,4,2
"454","2_2_454",-2.88438880556745,1,4,2
"455","2_2_455",0.133546278028687,1,4,2
"456","2_2_456",0.130113445064269,1,4,2
"457","2_2_457",0.0742094175128776,1,4,2
"458","2_2_458",-0.493397852087756,1,4,2
"459","2_2_459",-1.31115160233083,1,4,2
"460","2_2_460",0.0420598113222328,1,4,2
"461","2_2_461",-0.738516769016893,1,4,2
"462","2_2_462",-2.03662266739186,1,4,2
"463","2_2_463",1.86353924527474,1,4,2
"464","2_2_464",0.362651296049654,1,4,2
"465","2_2_465",1.715147889766,1,4,2
"466","2_2_466",0.615318005414511,1,4,2
"467","2_2_467",0.206799988093563,1,4,2
"468","2_2_468",1.08809772923224,1,4,2
"469","2_2_469",-0.319442235182393,1,4,2
"470","2_2_470",2.11666158721977,1,4,2
"471","2_2_471",0.552470189844848,1,4,2
"472","2_2_472",-0.626510212349919,1,4,2
"473","2_2_473",0.0324250828804651,1,4,2
"474","2_2_474",1.07623877586352,1,4,2
"475","2_2_475",-0.55382217839906,1,4,2
"476","2_2_476",-1.02303438982341,1,4,2
"477","2_2_477",0.338219654223886,1,4,2
"478","2_2_478",-1.33267473273059,1,4,2
"479","2_2_479",-0.664607212131069,1,4,2
"480","2_2_480",0.952473417385026,1,4,2
"481","2_2_481",0.0731736305762873,1,4,2
"482","2_2_482",0.000853443529588723,1,4,2
"483","2_2_483",2.01495577247205,1,4,2
"484","2_2_484",0.0342101230617974,1,4,2
"485","2_2_485",5.12020818324204,1,4,2
"486","2_2_486",0.923504000750266,1,4,2
"487","2_2_487",1.4362533714381,1,4,2
"488","2_2_488",1.78710581917503,1,4,2
"489","2_2_489",0.566712776327675,1,4,2
"490","2_2_490",0.893422244062863,1,4,2
"491","2_2_491",-0.358977984416293,1,4,2
"492","2_2_492",0.76272799243804,1,4,2
"493","2_2_493",-0.243266917192633,1,4,2
"494","2_2_494",-1.15609006670776,1,4,2
"495","2_2_495",0.654974708766536,1,4,2
"496","2_2_496",-0.739795594679234,1,4,2
"497","2_2_497",0.980831925171104,1,4,2
"498","2_2_498",0.428354956231906,1,4,2
"499","2_2_499",3.34973626761669,1,4,2
"500","2_2_500",1.56530142263243,1,4,2
"501","2_2_501",-1.36037155996726,1,4,2
"502","2_2_502",-0.930655774508347,1,4,2
"503","2_2_503",-0.126477990132246,1,4,2
"504","2_2_504",1.22620424392121,1,4,2
"505","2_2_505",7.08379087015405,1,4,2
"506","2_2_506",-2.48961970371884,1,4,2
"507","2_2_507",-0.644994242183888,1,4,2
"508","2_2_508",0.43304921343017,1,4,2
"509","2_2_509",-2.69652455936003,1,4,2
"510","2_2_510",3.28063548224492,1,4,2
"511","2_2_511",-0.0112963704838447,1,4,2
"512","2_2_512",1.67082997202725,1,4,2
"513","2_2_513",0.106918228764874,1,4,2
"514","2_2_514",0.149930570441933,1,4,2
"515","2_2_515",0.164739157935386,1,4,2
"516","2_2_516",-0.580065262261236,1,4,2
"517","2_2_517",4.07563723118416,1,4,2
"518","2_2_518",0.812968367249687,1,4,2
"519","2_2_519",0.188655549215272,1,4,2
"520","2_2_520",-2.21929524402553,1,4,2
"521","2_2_521",0.396920710523534,1,4,2
"522","2_2_522",-0.452322273963466,1,4,2
"523","2_2_523",1.14950176593119,1,4,2
"524","2_2_524",0.461207419144147,1,4,2
"525","2_2_525",0.260701678633176,1,4,2
"526","2_2_526",0.624710282562739,1,4,2
"527","2_2_527",1.27267467815638,1,4,2
"528","2_2_528",-0.401197973281868,1,4,2
"529","2_2_529",-0.110504861281787,1,4,2
"530","2_2_530",3.05020114418867,1,4,2
"531","2_2_531",0.0297643700183725,1,4,2
"532","2_2_532",2.78043444100674,1,4,2
"533","2_2_533",2.10513136190152,1,4,2
"534","2_2_534",18.9320241208674,1,4,2
"535","2_2_535",-0.420843092314237,1,4,2
"536","2_2_536",-2.65733674067784,1,4,2
"537","2_2_537",0.836411698142941,1,4,2
"538","2_2_538",3.66606377546088,1,4,2
"539","2_2_539",0.549533410164297,1,4,2
"540","2_2_540",0.938548996601873,1,4,2
"541","2_2_541",0.3935502779102,1,4,2
"542","2_2_542",-1.73993872718668,1,4,2
"543","2_2_543",-0.822215139443802,1,4,2
"544","2_2_544",-2.89990504798531,1,4,2
"545","2_2_545",-0.537060121511374,1,4,2
"546","2_2_546",0.274238057467133,1,4,2
"547","2_2_547",-0.582979607707862,1,4,2
"548","2_2_548",4.30188091732142,1,4,2
"549","2_2_549",-0.919418274782817,1,4,2
"550","2_2_550",2.58099444522267,1,4,2
"551","2_2_551",1.51772796475288,1,4,2
"552","2_2_552",1.51388496418429,1,4,2
"553","2_2_553",-0.678994876611845,1,4,2
"554","2_2_554",1.37825053739316,1,4,2
"555","2_2_555",-1.07704759501402,1,4,2
"556","2_2_556",-0.685695385604538,1,4,2
"557","2_2_557",-0.0713094901275108,1,4,2
"558","2_2_558",1.32142437621092,1,4,2
"559","2_2_559",1.16087053768425,1,4,2
"560","2_2_560",17.6821029432212,1,4,2
"561","2_2_561",-0.288361965471329,1,4,2
"562","2_2_562",1.23804167286216,1,4,2
"563","2_2_563",0.467620946822307,1,4,2
"564","2_2_564",-0.193349236385913,1,4,2
"565","2_2_565",1.77157089224376,1,4,2
"566","2_2_566",-0.535165584726324,1,4,2
"567","2_2_567",-0.00916029915963262,1,4,2
"568","2_2_568",-0.646034364064826,1,4,2
"569","2_2_569",-1.22824829884631,1,4,2
"570","2_2_570",1.54794978183237,1,4,2
"571","2_2_571",2.24605795146756,1,4,2
"572","2_2_572",1.38631977884113,1,4,2
"573","2_2_573",0.59488392901881,1,4,2
"574","2_2_574",4.02687982648576,1,4,2
"575","2_2_575",-1.7339929857646,1,4,2
"576","2_2_576",7.33329916743606,1,4,2
"577","2_2_577",-3.40178780255403,1,4,2
"578","2_2_578",0.603544671282642,1,4,2
"579","2_2_579",0.0135942840088318,1,4,2
"580","2_2_580",-4.41905313992029,1,4,2
"581","2_2_581",0.42858812175857,1,4,2
"582","2_2_582",-0.508389794363406,1,4,2
"583","2_2_583",2.18312694371218,1,4,2
"584","2_2_584",-0.550151537764795,1,4,2
"585","2_2_585",-0.106132509945314,1,4,2
"586","2_2_586",1.45202540483793,1,4,2
"587","2_2_587",-0.334902690403172,1,4,2
"588","2_2_588",0.713664150290864,1,4,2
"589","2_2_589",-1.13289672276191,1,4,2
"590","2_2_590",0.798054329367328,1,4,2
"591","2_2_591",1.19492822579885,1,4,2
"592","2_2_592",-0.12437726386062,1,4,2
